Country Code,Year,ENI,POP,URB,AFL,TI,TS,CTS,KAOPEN
ALB,2005,0.08766460325882362,109.908284671533,46.731,8208.38002264685,12.817588121748493,0.7087232826779043,0.029607740323714313,-0.1483880877494812
ALB,2006,0.08080519276110551,109.21704379562,47.815,8747.69780961595,14.235365392757407,0.7426708172961063,0.03168916817339041,-1.2185401916503906
ALB,2007,0.07278149282749131,108.394781021898,48.902,9341.13520744122,12.323161786616037,0.8320210078682795,0.041287999336088885,-1.2185401916503906
ALB,2008,0.07023853151994229,107.566204379562,49.99100000000001,10119.06831027,12.825236808836792,0.774517479127997,0.03770650985821597,-1.2185401916503906
ALB,2009,0.06955381476320051,106.843759124088,51.076,10528.7781022196,12.331260702321659,0.7509481921410978,0.0416081191937465,-1.2185401916503906
ALB,2010,0.06644736821656483,106.31463503649599,52.163,10973.412375823,11.706060478108466,0.7654335462121857,0.03620843162583797,-0.1483880877494812
ALB,2011,0.06779813357038474,106.02901459854,53.247,11283.0335627206,0.37863207116906095,0.8121856470626004,0.03737922656371649,-0.1483880877494812
ALB,2012,0.06001596786543645,105.85405109489099,54.33,11461.887299799098,,0.7651020101890216,0.031067143886243154,-0.1483880877494812
ALB,2013,0.06909230147596425,105.66029197080299,55.387,11597.9632735891,0.13816486660872954,0.7587373351698542,0.030830213270575866,-0.1483880877494812
ALB,2014,0.0683496757219853,105.441751824818,56.423,11828.232263813,0.4499664948025408,0.7540786559276315,0.030761048173617335,-0.1483880877494812
ALB,2015,,105.135145985401,57.434,12125.9314807437,0.6595612251592753,0.718010296711195,0.026712447221989122,-0.1483880877494812
ALB,2016,,104.967189781022,58.42100000000001,12547.928084194,0.8692323391981018,0.7480985672652499,0.030287920831903348,-0.1483880877494812
ALB,2017,,104.870693430657,59.383,13037.0100155002,0.8352308734740072,0.7819424864157704,0.03263418167999349,-0.1483880877494812
ALB,2018,,104.61226277372299,60.319,13601.3033805754,0.6279706500473071,0.7680104689165728,0.03248965440806766,-0.1483880877494812
ALB,2019,,,61.229,13961.7965978885,,0.767282995551778,0.0333761502018598,
AND,1980,,76.7382978723404,92.064,,,,,
AND,1981,,79.78723404255321,92.8,,,,,
AND,1982,,83.22127659574471,93.474,,,,,
AND,1983,,86.9510638297872,94.089,,,,,
AND,1984,,90.863829787234,94.649,,,,,
AND,1985,,94.89361702127657,95.159,,,,,
AND,1986,,98.9723404255319,95.325,,,,,
