Country,Year,ENI,POP,URB,AFL,TI,TS,CTS,KAOPEN
MEX,2008,-2.219819020360205,4.043142604183082,4.34668439052659,9.610780995055961,2.7055630577813767,-0.5485788780506048,0.5922744161577865,1.0559668540954592
MEX,2009,-2.208455968053535,4.057910180124207,4.350535967582511,9.585912765908763,2.5414680027918126,-0.5803942009549565,0.5464488662863128,1.0559668540954592
MEX,2010,-2.2988602863633116,4.072291595453042,4.354334214656974,9.63303096940856,2.547532945509783,-0.4982332668326419,0.704844994306284,1.0559668540954592
MEX,2011,-2.3426966055543703,4.086239520838556,4.358130891998327,9.712342695169069,2.497186883965161,-0.45460790719413346,0.7373700480379373,1.0559668540954592
MEX,2012,-2.3512939504877606,4.099792413358975,4.361887700832995,9.750506959716896,2.5694232297771786,-0.4190482554313632,0.8055657852033823,1.0559668540954592
MEX,2013,-2.374635314974049,4.112948023200417,4.3656304488623245,9.762724187444828,2.564720755646795,-0.44996767057225007,0.7756829511633652,1.0559668540954592
MEX,2014,-2.447037157058476,4.125724786835389,4.3693592409462,9.80067847159895,2.595714239113758,-0.4313433932335698,0.8192379751184133,1.0559668540954592
MEX,2015,-2.4760721723043284,4.138136564082574,4.373048955641531,9.81382992333345,2.6966200797786755,-0.3401505907487533,0.9923985577610918,1.0559668540954592
MYS,1990,-1.7282057282677008,4.005093521297246,3.9078944948443657,8.827380409952495,2.548223586777718,0.3845019248585023,0.5315105178838286,2.333585023880005
MYS,1991,-1.642551764645704,4.031914073122645,3.923477155473262,8.924987679093672,2.57297828524817,0.465690888128006,0.7859657309851779,2.333585023880005
MYS,1992,-1.6525775290889197,4.057645004508747,3.9476603830192776,9.006913216147884,2.5406330263166383,0.4095316351142685,0.7567575240699806,2.333585023880005
MYS,1993,-1.6921401993795533,4.082705949619235,3.972346405411251,9.099623418168386,2.6940149795844475,0.45704795641438023,1.0301308859989566,1.1292301416397097
MYS,1994,-1.8065377222987442,4.107672885904741,3.996400917891974,9.183906615799742,2.887879744271756,0.5872584291545464,1.327082196360049,1.1292301416397097
MYS,1995,-1.8422845592971526,4.132886412391337,4.019764683866366,9.273199792956131,2.984560605621452,0.652914596956662,1.5043678157796312,1.1292301416397097
MYS,1996,-1.8545161041426925,4.158427046123109,4.042507260240125,9.361138583791737,3.2781017028494244,0.5975553647699401,1.4754607461019698,0.8737064599990845
MYS,1997,-1.7905518867264294,4.184035528743314,4.064520891572683,9.423297410587265,3.398436060433142,0.6187743872954276,1.4815945759544509,0.6181828379631042
MYS,1998,-1.7759822237324732,4.209306711346672,4.085909083400999,9.332775704340207,3.294503430420649,0.7395163345821563,1.4108843975609426,0.3626591861248016
MYS,1999,-1.8369742828072977,4.233724781150993,4.106635386306333,9.382258725475443,3.249584854440908,0.7773546775625044,1.5413721996252925,0.10713554918766023
MYS,2000,-1.8125963642963003,4.2569709505632245,4.126763348477601,9.466003165183823,3.290160156953442,0.7903046938202296,1.6596184087189065,-0.1483880877494812
MYS,2001,-1.799564476681216,4.278925987707637,4.141895864080323,9.47090868633096,3.2200089657873447,0.7098304182558148,1.507460161569497,-0.1483880877494812
MYS,2002,-1.8346653538424613,4.299765554239217,4.156630548306378,9.51826990141573,3.015228736663861,0.689923152440351,1.5409244710863024,-0.1483880877494812
MYS,2003,-1.8403780796815246,4.319821674363895,4.170996913743183,9.572886023930572,3.020176419385389,0.6636932874579214,1.4325387982430935,-0.1483880877494812
MYS,2004,-1.8598615655906838,4.339539218954831,4.185007597119343,9.64536722711933,3.072843853032575,0.7437179770200506,1.5265716731211583,-0.1483880877494812
MYS,2005,-1.861162412343281,4.3591918400506025,4.198614483397898,9.708337132927204,3.197369529951125,0.7122370273964371,1.4739775963681592,-0.1483880877494812
MYS,2006,-1.9398476220593823,4.378900500932634,4.211875714306629,9.772786337323591,2.9079518486075626,0.7059506000584254,1.4613697126843375,-0.1483880877494812
MYS,2007,-1.9366477049939104,4.398492441516221,4.224787858247391,9.84078639279472,2.1834774712456095,0.6547467639312453,1.387507940340902,-0.1483880877494812
MYS,2008,-1.9587585584331602,4.417606093555623,4.237362069057025,9.888123987034426,2.9689030362257225,0.5691039174222352,1.2571463136972962,1.0559668540954592
MYS,2009,-2.00221837562359,4.435762841365439,4.249566097050852,9.862310832454511,3.029410015880647,0.48587064504473676,1.1860756636781482,-0.1483880877494812
MYS,2010,-2.0647829886156503,4.452673112075762,4.261439671684764,9.928607022574587,3.11920152582451,0.45707519659404905,1.1928428150212491,-1.2185401916503906
MYS,2011,-2.095208451119066,4.468253021576799,4.271220764391249,9.985286390033899,3.114373570312515,0.4378528153014082,1.14553921279895,-1.2185401916503906
MYS,2012,-2.1496081620704315,4.4827096283102605,4.28047828790241,10.042633017053824,3.172828577834803,0.39097229119370075,1.0854254273537087,-1.2185401916503906
MYS,2013,-2.0642597836130236,4.496400765442213,4.289500076996142,10.063820445825701,3.1966108956356245,0.35572142974263443,1.0153066183209756,-1.2185401916503906
MYS,2014,-2.103296155659929,4.509805672033823,4.2983324768965305,10.110814984150466,3.239207129291083,0.3243434882286508,0.9725806344632718,-0.1483880877494812
NLD,1990,-1.4714144239421385,6.093290907335064,4.229516275451556,9.859533039720683,2.9688545526708947,0.03954152282993013,1.8199409117336545,2.333585023880005
NLD,1991,-1.4743863377290596,6.1011712176888135,4.238863289080002,9.909009150951036,2.6809349379179275,0.049831567190971066,1.8509987176982348,2.333585023880005
NLD,1992,-1.5285013086911248,6.108731783622783,4.2516758926986675,9.940898287475928,2.7212983602655427,0.01979947016063595,1.791220489198656,2.333585023880005
NLD,1993,-1.5556609721667538,6.115701696924034,4.264087336809195,9.969842476623887,2.707808102194205,-0.010645228391256246,1.7596481256327106,2.333585023880005
NLD,1994,-1.5996732179675386,6.121731081666777,4.276138201914563,10.014123567442681,2.6824033865528745,0.029080385064221694,1.8380973761288266,2.333585023880005
NLD,1995,-1.5883379048829807,6.126670355391925,4.287839573935156,10.06062004374352,2.857262851633028,0.07528010702124649,1.9781280912933425,2.333585023880005
NLD,1996,-1.5850842102018403,6.131284312868002,4.299188356364877,10.105270683350055,2.9546232970704036,0.08372487972109804,1.9444483430471473,2.333585023880005
NLD,1997,-1.682379842813704,6.136431982889177,4.310168053818512,10.166169691958926,2.9651191479284975,0.13401292394402786,1.9394852878633857,2.333585023880005
NLD,1998,-1.7443179584962665,6.1425983881959745,4.3208159036289855,10.229492776567382,2.9496626957146086,0.1182453574921658,1.9715903296777468,2.333585023880005
NLD,1999,-1.8225393257422697,6.149253320066706,4.331127999240345,10.284268364718699,2.9598648809103,0.13454736425517708,1.9867643970340623,2.333585023880005
NLD,2000,-1.9062252236498662,6.156401023694548,4.341139533867592,10.369820556730499,2.9338580575453594,0.22731045674326636,2.0243235836592723,2.333585023880005
NLD,2001,-1.925576186246383,6.163949424271898,4.354526960971297,10.410135752197023,2.8053904461261765,0.18264454427183263,1.9894179178124027,2.333585023880005
NLD,2002,-1.9556644199660704,6.170332340934585,4.370877210195214,10.447183150308339,2.779981080320317,0.12625723137293915,1.9561635070816177,2.333585023880005
NLD,2003,-1.9161525610976538,6.175050484922466,4.386280075953498,10.437413852935961,2.8697695243879795,0.11261422800201028,1.9890060253927422,2.333585023880005
NLD,2004,-1.9508447209736919,6.178525239042951,4.400774784635574,10.485069193407769,2.824175768154986,0.16219220964032643,2.0251577817538,2.333585023880005
NLD,2005,-2.020354375359428,6.180861870522338,4.414372810713093,10.535438931069194,2.8601059190006937,0.20544104385013975,2.023367058284842,2.333585023880005
NLD,2006,-2.1183542130190967,6.182468007210912,4.426474049409177,10.620456592093996,2.8103409977280087,0.2450784243775784,2.0453818160858392,2.333585023880005
NLD,2007,-2.1907173328732674,6.184643223222856,4.437212966348551,10.689522141639193,2.703459609284597,0.2658801612284804,2.0865191363311895,2.333585023880005
NLD,2008,-2.259165672950744,6.18853614783785,4.447369519724046,10.745490024488511,2.8101465891131654,0.2704842237778143,2.0726472082440006,2.333585023880005
NLD,2009,-2.245474940908181,6.194568013940325,4.457690538594871,10.705485114652687,2.8486913210109885,0.1560592830975057,1.983191383840353,2.333585023880005
NLD,2010,-2.193817153779212,6.199697244945862,4.467447163602153,10.716061748598404,2.8126042717555966,0.27400451568507983,2.0265478246884263,2.333585023880005
NLD,2011,-2.3075762160222832,6.204658048707775,4.475960868298275,10.749334811962811,2.853161394153758,0.35397371186914856,2.087773205215166,2.333585023880005
NLD,2012,-2.3198587627506835,6.208358599055477,4.483996408257599,10.76367561230045,2.7845307664578915,0.4005759436032525,2.086005944083989,2.333585023880005
NLD,2013,-2.3706410462042076,6.2121968827050855,4.490735289054558,10.804492405181351,2.8002064307521053,0.40245612767990674,2.106685762672313,2.333585023880005
NLD,2014,-2.4320352829417,6.2157951644323495,4.496359280129911,10.8043237843598,2.7284935355438673,0.4058234134765042,2.104634734649114,2.333585023880005
NLD,2015,-2.4751248622343143,6.2202273653227085,4.501730047447441,10.825801463533422,2.6893848894869037,0.4562632615184046,2.1602068832214876,2.333585023880005
PRT,1990,-1.9451982211261436,4.69232178993963,3.8694286077957254,9.372319981342615,3.5967976840545366,-0.42992800777365386,-0.5162690890441008,-0.1483880877494812
PRT,1991,-2.010305669912962,4.690016972396332,3.880924418326115,9.450638145302394,3.5749245835476215,-0.5047342090474304,-0.5583642437814935,-0.1483880877494812
PRT,1992,-1.9815568444854825,4.689239479729211,3.894469846180557,9.484783543798114,2.4954849550749345,-0.5743463829424171,-0.6130245497665515,-0.1483880877494812
PRT,1993,-1.9983466986938716,4.690462645684041,3.90779407609811,9.486333474862551,0.9893555485334296,-0.6129463463345827,-0.7589999712974159,1.3114904165267944
PRT,1994,-2.003561637341028,4.693153540363545,3.9209629249976174,9.514373441741018,0.6479511013896999,-0.5590121725969913,-0.6739158415881709,1.5670140981674194
