Country Code,Year,KAOPEN
BEL,2008,2.333585023880005
BEL,2009,2.333585023880005
BEL,2010,2.333585023880005
BEL,2011,2.333585023880005
BEL,2012,2.333585023880005
BEL,2013,2.333585023880005
BEL,2014,2.333585023880005
BEL,2015,2.333585023880005
BEL,2016,2.333585023880005
BEL,2017,2.333585023880005
BEL,2018,2.333585023880005
DNK,1970,-0.1483880877494812
DNK,1971,-0.1483880877494812
DNK,1972,-0.1483880877494812
DNK,1973,-0.1483880877494812
DNK,1974,-0.1483880877494812
DNK,1975,-0.1483880877494812
DNK,1976,-0.1483880877494812
DNK,1977,-0.1483880877494812
DNK,1978,-0.1483880877494812
DNK,1979,-0.1483880877494812
DNK,1980,-0.1483880877494812
DNK,1981,-0.1483880877494812
DNK,1982,-0.1483880877494812
DNK,1983,-0.1483880877494812
DNK,1984,-0.1483880877494812
DNK,1985,-0.1483880877494812
DNK,1986,-0.1483880877494812
DNK,1987,-0.1483880877494812
DNK,1988,1.3114904165267944
DNK,1989,1.5670140981674194
DNK,1990,1.8225377798080444
DNK,1991,2.07806134223938
DNK,1992,2.333585023880005
DNK,1993,2.333585023880005
DNK,1994,2.333585023880005
DNK,1995,2.333585023880005
DNK,1996,2.333585023880005
DNK,1997,2.333585023880005
DNK,1998,2.333585023880005
DNK,1999,2.333585023880005
DNK,2000,2.333585023880005
DNK,2001,2.333585023880005
DNK,2002,2.333585023880005
DNK,2003,2.333585023880005
DNK,2004,2.333585023880005
DNK,2005,2.333585023880005
DNK,2006,2.333585023880005
DNK,2007,2.333585023880005
DNK,2008,2.333585023880005
DNK,2009,2.333585023880005
DNK,2010,2.333585023880005
DNK,2011,2.333585023880005
DNK,2012,2.333585023880005
DNK,2013,2.333585023880005
DNK,2014,2.333585023880005
DNK,2015,2.333585023880005
DNK,2016,2.333585023880005
DNK,2017,2.333585023880005
DNK,2018,2.333585023880005
FRA,1970,-1.4092304706573486
FRA,1971,-0.5946020483970642
FRA,1972,-0.8501256704330444
FRA,1973,-0.8501256704330444
FRA,1974,-0.1483880877494812
FRA,1975,-0.1483880877494812
FRA,1976,-0.1483880877494812
FRA,1977,-0.1483880877494812
FRA,1978,-0.1483880877494812
FRA,1979,-0.1483880877494812
FRA,1980,-0.1483880877494812
FRA,1981,-0.1483880877494812
FRA,1982,-1.2185401916503906
FRA,1983,-0.1483880877494812
FRA,1984,-0.1483880877494812
FRA,1985,-0.1483880877494812
FRA,1986,-0.1483880877494812
FRA,1987,-0.1483880877494812
FRA,1988,-0.1483880877494812
FRA,1989,-0.1483880877494812
FRA,1990,0.10713554918766022
FRA,1991,0.36265918612480164
FRA,1992,0.6181828379631042
FRA,1993,2.07806134223938
FRA,1994,2.333585023880005
FRA,1995,2.333585023880005
FRA,1996,2.333585023880005
FRA,1997,2.333585023880005
FRA,1998,2.333585023880005
FRA,1999,2.333585023880005
FRA,2000,2.333585023880005
FRA,2001,2.333585023880005
FRA,2002,2.333585023880005
FRA,2003,2.333585023880005
FRA,2004,2.333585023880005
FRA,2005,2.333585023880005
FRA,2006,2.333585023880005
FRA,2007,2.333585023880005
FRA,2008,2.333585023880005
FRA,2009,2.333585023880005
FRA,2010,2.333585023880005
FRA,2011,2.333585023880005
FRA,2012,2.333585023880005
FRA,2013,2.333585023880005
FRA,2014,2.333585023880005
FRA,2015,2.333585023880005
FRA,2016,2.333585023880005
FRA,2017,2.333585023880005
FRA,2018,2.333585023880005
DEU,1970,2.333585023880005
DEU,1971,2.333585023880005
DEU,1972,2.333585023880005
DEU,1973,2.333585023880005
DEU,1974,2.333585023880005
DEU,1975,2.333585023880005
DEU,1976,2.333585023880005
DEU,1977,2.333585023880005
DEU,1978,2.333585023880005
DEU,1979,2.333585023880005
DEU,1980,2.333585023880005
DEU,1981,2.333585023880005
DEU,1982,2.333585023880005
DEU,1983,2.333585023880005
DEU,1984,2.333585023880005
DEU,1985,2.333585023880005
DEU,1986,2.333585023880005
DEU,1987,2.333585023880005
DEU,1988,2.333585023880005
DEU,1989,2.333585023880005
DEU,1990,2.333585023880005
DEU,1991,2.333585023880005
DEU,1992,2.333585023880005
DEU,1993,2.333585023880005
DEU,1994,2.333585023880005
DEU,1995,2.333585023880005
DEU,1996,2.333585023880005
DEU,1997,2.333585023880005
DEU,1998,2.333585023880005
DEU,1999,2.333585023880005
DEU,2000,2.333585023880005
DEU,2001,2.333585023880005
DEU,2002,2.333585023880005
DEU,2003,2.333585023880005
DEU,2004,2.333585023880005
DEU,2005,2.333585023880005
DEU,2006,2.333585023880005
DEU,2007,2.333585023880005
DEU,2008,2.333585023880005
DEU,2009,2.333585023880005
DEU,2010,2.333585023880005
DEU,2011,2.333585023880005
DEU,2012,2.333585023880005
DEU,2013,2.333585023880005
DEU,2014,2.333585023880005
DEU,2015,2.333585023880005
DEU,2016,2.333585023880005
DEU,2017,2.333585023880005
DEU,2018,2.333585023880005
SMR,1970,
SMR,1971,
SMR,1972,
SMR,1973,
SMR,1974,
SMR,1975,
SMR,1976,
SMR,1977,
SMR,1978,
SMR,1979,
SMR,1980,
SMR,1981,
SMR,1982,
SMR,1983,
SMR,1984,
SMR,1985,
SMR,1986,
SMR,1987,
SMR,1988,
SMR,1989,
SMR,1990,
SMR,1991,
SMR,1992,
SMR,1993,
SMR,1994,
SMR,1995,
SMR,1996,2.333585023880005
SMR,1997,2.333585023880005
SMR,1998,2.07806134223938
SMR,1999,1.8225377798080444
SMR,2000,1.5670140981674194
SMR,2001,1.3114904165267944
SMR,2002,1.055966854095459
SMR,2003,1.055966854095459
SMR,2004,1.055966854095459
SMR,2005,1.055966854095459
SMR,2006,1.055966854095459
SMR,2007,1.055966854095459
SMR,2008,1.055966854095459
SMR,2009,1.055966854095459
SMR,2010,1.055966854095459
SMR,2011,1.055966854095459
SMR,2012,1.055966854095459
SMR,2013,1.055966854095459
SMR,2014,1.055966854095459
SMR,2015,1.055966854095459
SMR,2016,1.055966854095459
SMR,2017,1.055966854095459
SMR,2018,1.055966854095459
ITA,1970,-0.1483880877494812
ITA,1971,-0.1483880877494812
ITA,1972,-0.8501256704330444
ITA,1973,-0.8501256704330444
ITA,1974,-1.2185401916503906
ITA,1975,-1.920277714729309
ITA,1976,-1.920277714729309
ITA,1977,-1.920277714729309
ITA,1978,-1.920277714729309
ITA,1979,-1.920277714729309
ITA,1980,-1.920277714729309
ITA,1981,-1.920277714729309
ITA,1982,-0.1483880877494812
ITA,1983,-0.1483880877494812
ITA,1984,-0.1483880877494812
ITA,1985,-0.1483880877494812
ITA,1986,-0.1483880877494812
ITA,1987,-0.1483880877494812
ITA,1988,-0.1483880877494812
ITA,1989,-0.1483880877494812
ITA,1990,0.10713554918766022
ITA,1991,0.36265918612480164
ITA,1992,0.6181828379631042
ITA,1993,2.07806134223938
ITA,1994,2.333585023880005
ITA,1995,2.333585023880005
ITA,1996,2.333585023880005
ITA,1997,2.333585023880005
ITA,1998,2.333585023880005
ITA,1999,2.333585023880005
ITA,2000,2.333585023880005
ITA,2001,2.333585023880005
ITA,2002,2.333585023880005
ITA,2003,2.333585023880005
ITA,2004,2.333585023880005
ITA,2005,2.333585023880005
ITA,2006,2.333585023880005
ITA,2007,2.333585023880005
ITA,2008,2.333585023880005
ITA,2009,2.333585023880005
ITA,2010,2.333585023880005
ITA,2011,2.333585023880005
ITA,2012,2.333585023880005
ITA,2013,2.333585023880005
ITA,2014,2.333585023880005
ITA,2015,2.333585023880005
ITA,2016,2.333585023880005
ITA,2017,2.333585023880005
ITA,2018,2.333585023880005
NLD,1970,1.055966854095459
NLD,1971,0.35422924160957336
NLD,1972,0.35422924160957336
NLD,1973,0.35422924160957336
NLD,1974,1.055966854095459
NLD,1975,
NLD,1976,
NLD,1977,
NLD,1978,
NLD,1979,
NLD,1980,
NLD,1981,2.333585023880005
NLD,1982,2.333585023880005
NLD,1983,2.333585023880005
NLD,1984,2.333585023880005
NLD,1985,2.333585023880005
NLD,1986,2.333585023880005
NLD,1987,2.333585023880005
NLD,1988,2.333585023880005
NLD,1989,2.333585023880005
NLD,1990,2.333585023880005
NLD,1991,2.333585023880005
NLD,1992,2.333585023880005
NLD,1993,2.333585023880005
NLD,1994,2.333585023880005
NLD,1995,2.333585023880005
NLD,1996,2.333585023880005
NLD,1997,2.333585023880005
NLD,1998,2.333585023880005
NLD,1999,2.333585023880005
NLD,2000,2.333585023880005
NLD,2001,2.333585023880005
NLD,2002,2.333585023880005
NLD,2003,2.333585023880005
NLD,2004,2.333585023880005
NLD,2005,2.333585023880005
NLD,2006,2.333585023880005
NLD,2007,2.333585023880005
NLD,2008,2.333585023880005
NLD,2009,2.333585023880005
NLD,2010,2.333585023880005
NLD,2011,2.333585023880005
NLD,2012,2.333585023880005
NLD,2013,2.333585023880005
NLD,2014,2.333585023880005
NLD,2015,2.333585023880005
NLD,2016,2.333585023880005
NLD,2017,2.333585023880005
NLD,2018,2.333585023880005
NOR,1970,-0.1483880877494812
NOR,1971,1.055966854095459
NOR,1972,1.055966854095459
NOR,1973,-0.1483880877494812
NOR,1974,-0.1483880877494812
NOR,1975,-0.1483880877494812
NOR,1976,-0.1483880877494812
NOR,1977,-0.1483880877494812
NOR,1978,-0.1483880877494812
NOR,1979,-0.1483880877494812
NOR,1980,-0.1483880877494812
NOR,1981,-0.1483880877494812
NOR,1982,-0.1483880877494812
NOR,1983,-0.1483880877494812
NOR,1984,-0.1483880877494812
NOR,1985,-0.1483880877494812
NOR,1986,-0.1483880877494812
NOR,1987,-0.1483880877494812
NOR,1988,-0.1483880877494812
NOR,1989,-0.1483880877494812
NOR,1990,-0.1483880877494812
NOR,1991,-0.1483880877494812
NOR,1992,-0.1483880877494812
NOR,1993,1.055966854095459
NOR,1994,1.055966854095459
NOR,1995,1.3114904165267944
NOR,1996,1.5670140981674194
NOR,1997,1.8225377798080444
NOR,1998,2.07806134223938
NOR,1999,2.333585023880005
NOR,2000,2.333585023880005
NOR,2001,2.333585023880005
NOR,2002,2.333585023880005
NOR,2003,2.333585023880005
NOR,2004,2.333585023880005
NOR,2005,2.333585023880005
NOR,2006,2.333585023880005
NOR,2007,2.333585023880005
NOR,2008,2.333585023880005
NOR,2009,2.333585023880005
NOR,2010,2.333585023880005
NOR,2011,2.333585023880005
NOR,2012,2.333585023880005
NOR,2013,2.333585023880005
NOR,2014,2.333585023880005
NOR,2015,2.333585023880005
NOR,2016,2.333585023880005
NOR,2017,2.333585023880005
NOR,2018,2.333585023880005
SWE,1970,1.055966854095459
SWE,1971,1.055966854095459
SWE,1972,1.055966854095459
SWE,1973,1.055966854095459
SWE,1974,1.055966854095459
SWE,1975,1.055966854095459
SWE,1976,1.055966854095459
SWE,1977,1.055966854095459
SWE,1978,1.055966854095459
SWE,1979,1.055966854095459
SWE,1980,1.055966854095459
SWE,1981,1.055966854095459
SWE,1982,1.055966854095459
SWE,1983,1.055966854095459
SWE,1984,1.055966854095459
SWE,1985,1.055966854095459
SWE,1986,1.055966854095459
SWE,1987,1.055966854095459
SWE,1988,1.055966854095459
SWE,1989,1.055966854095459
SWE,1990,1.055966854095459
SWE,1991,1.055966854095459
SWE,1992,1.055966854095459
SWE,1993,1.3114904165267944
SWE,1994,1.5670140981674194
SWE,1995,1.8225377798080444
SWE,1996,2.07806134223938
SWE,1997,2.333585023880005
SWE,1998,2.333585023880005
SWE,1999,2.333585023880005
SWE,2000,2.333585023880005
SWE,2001,2.333585023880005
SWE,2002,2.333585023880005
SWE,2003,2.333585023880005
SWE,2004,2.333585023880005
SWE,2005,2.333585023880005
SWE,2006,2.333585023880005
SWE,2007,2.333585023880005
SWE,2008,2.333585023880005
SWE,2009,2.333585023880005
SWE,2010,2.333585023880005
SWE,2011,2.333585023880005
SWE,2012,2.333585023880005
SWE,2013,2.333585023880005
SWE,2014,2.333585023880005
SWE,2015,2.333585023880005
SWE,2016,2.333585023880005
SWE,2017,2.333585023880005
SWE,2018,2.333585023880005
CHE,1970,
CHE,1971,
CHE,1972,
CHE,1973,
CHE,1974,
CHE,1975,
CHE,1976,
CHE,1977,
CHE,1978,
CHE,1979,
CHE,1980,
CHE,1981,
CHE,1982,
CHE,1983,
CHE,1984,
CHE,1985,
CHE,1986,
CHE,1987,
CHE,1988,
CHE,1989,
CHE,1990,
CHE,1991,
CHE,1992,
CHE,1993,
CHE,1994,
CHE,1995,
CHE,1996,2.333585023880005
CHE,1997,2.333585023880005
CHE,1998,2.333585023880005
CHE,1999,2.333585023880005
CHE,2000,2.333585023880005
CHE,2001,2.333585023880005
CHE,2002,2.333585023880005
CHE,2003,2.333585023880005
CHE,2004,2.333585023880005
CHE,2005,2.333585023880005
CHE,2006,2.333585023880005
CHE,2007,2.333585023880005
CHE,2008,2.333585023880005
CHE,2009,2.333585023880005
CHE,2010,2.333585023880005
CHE,2011,2.333585023880005
CHE,2012,2.333585023880005
CHE,2013,2.333585023880005
CHE,2014,2.333585023880005
CHE,2015,2.333585023880005
CHE,2016,2.333585023880005
CHE,2017,2.333585023880005
CHE,2018,2.333585023880005
CAN,1970,2.333585023880005
CAN,1971,2.333585023880005
CAN,1972,2.333585023880005
CAN,1973,2.333585023880005
CAN,1974,2.333585023880005
CAN,1975,2.333585023880005
CAN,1976,2.333585023880005
CAN,1977,2.333585023880005
CAN,1978,2.333585023880005
CAN,1979,2.333585023880005
CAN,1980,2.333585023880005
CAN,1981,2.333585023880005
CAN,1982,2.333585023880005
CAN,1983,2.333585023880005
CAN,1984,2.333585023880005
CAN,1985,2.333585023880005
CAN,1986,2.333585023880005
CAN,1987,2.333585023880005
CAN,1988,2.333585023880005
CAN,1989,2.333585023880005
CAN,1990,2.333585023880005
CAN,1991,2.333585023880005
CAN,1992,2.333585023880005
CAN,1993,2.333585023880005
CAN,1994,2.333585023880005
CAN,1995,2.333585023880005
CAN,1996,2.333585023880005
CAN,1997,2.333585023880005
CAN,1998,2.333585023880005
CAN,1999,2.333585023880005
CAN,2000,2.333585023880005
CAN,2001,2.333585023880005
CAN,2002,2.333585023880005
CAN,2003,2.333585023880005
CAN,2004,2.333585023880005
CAN,2005,2.333585023880005
CAN,2006,2.333585023880005
CAN,2007,2.333585023880005
CAN,2008,2.333585023880005
CAN,2009,2.333585023880005
CAN,2010,2.333585023880005
CAN,2011,2.333585023880005
CAN,2012,2.333585023880005
CAN,2013,2.333585023880005
CAN,2014,2.333585023880005
CAN,2015,2.333585023880005
CAN,2016,2.333585023880005
CAN,2017,2.333585023880005
CAN,2018,2.333585023880005
JPN,1970,-0.1483880877494812
JPN,1971,-0.1483880877494812
JPN,1972,1.055966854095459
JPN,1973,1.055966854095459
JPN,1974,1.055966854095459
JPN,1975,1.055966854095459
JPN,1976,1.055966854095459
JPN,1977,1.055966854095459
JPN,1978,1.055966854095459
JPN,1979,1.3114904165267944
JPN,1980,1.5670140981674194
JPN,1981,1.8225377798080444
JPN,1982,2.07806134223938
JPN,1983,2.333585023880005
JPN,1984,2.333585023880005
JPN,1985,2.333585023880005
JPN,1986,2.333585023880005
JPN,1987,2.333585023880005
JPN,1988,2.333585023880005
JPN,1989,2.333585023880005
JPN,1990,2.333585023880005
JPN,1991,2.333585023880005
JPN,1992,2.333585023880005
JPN,1993,2.333585023880005
JPN,1994,2.333585023880005
JPN,1995,2.07806134223938
JPN,1996,2.07806134223938
JPN,1997,2.07806134223938
JPN,1998,2.07806134223938
JPN,1999,2.07806134223938
JPN,2000,2.333585023880005
JPN,2001,2.333585023880005
JPN,2002,2.333585023880005
JPN,2003,2.333585023880005
JPN,2004,2.333585023880005
JPN,2005,2.333585023880005
JPN,2006,2.333585023880005
JPN,2007,2.333585023880005
JPN,2008,2.333585023880005
JPN,2009,2.333585023880005
JPN,2010,2.333585023880005
JPN,2011,2.333585023880005
JPN,2012,2.333585023880005
JPN,2013,2.333585023880005
JPN,2014,2.333585023880005
JPN,2015,2.333585023880005
JPN,2016,2.333585023880005
JPN,2017,2.333585023880005
JPN,2018,2.333585023880005
FIN,1970,-1.2185401916503906
FIN,1971,-0.1483880877494812
FIN,1972,-0.1483880877494812
FIN,1973,-0.1483880877494812
FIN,1974,-0.1483880877494812
FIN,1975,-0.1483880877494812
FIN,1976,1.055966854095459
FIN,1977,1.055966854095459
FIN,1978,1.055966854095459
FIN,1979,1.055966854095459
FIN,1980,1.055966854095459
FIN,1981,1.055966854095459
FIN,1982,1.055966854095459
FIN,1983,1.055966854095459
FIN,1984,1.055966854095459
FIN,1985,1.055966854095459
FIN,1986,1.055966854095459
FIN,1987,1.055966854095459
FIN,1988,1.055966854095459
FIN,1989,1.055966854095459
FIN,1990,1.055966854095459
FIN,1991,1.3114904165267944
FIN,1992,1.5670140981674194
FIN,1993,1.8225377798080444
FIN,1994,2.07806134223938
FIN,1995,2.333585023880005
FIN,1996,2.333585023880005
FIN,1997,2.333585023880005
FIN,1998,2.333585023880005
FIN,1999,2.333585023880005
FIN,2000,2.333585023880005
FIN,2001,2.333585023880005
FIN,2002,2.333585023880005
FIN,2003,2.333585023880005
FIN,2004,2.333585023880005
FIN,2005,2.333585023880005
FIN,2006,2.333585023880005
FIN,2007,2.333585023880005
FIN,2008,2.333585023880005
FIN,2009,2.333585023880005
FIN,2010,2.333585023880005
FIN,2011,2.333585023880005
FIN,2012,2.333585023880005
FIN,2013,2.333585023880005
FIN,2014,2.333585023880005
FIN,2015,2.333585023880005
FIN,2016,2.333585023880005
FIN,2017,2.333585023880005
FIN,2018,2.333585023880005
GRC,1970,-1.2185401916503906
GRC,1971,-1.2185401916503906
GRC,1972,-1.2185401916503906
GRC,1973,-1.2185401916503906
GRC,1974,-1.2185401916503906
GRC,1975,-1.2185401916503906
GRC,1976,-1.2185401916503906
GRC,1977,-1.2185401916503906
GRC,1978,-1.2185401916503906
GRC,1979,-1.2185401916503906
GRC,1980,-1.2185401916503906
GRC,1981,-1.2185401916503906
GRC,1982,-1.2185401916503906
GRC,1983,-1.2185401916503906
GRC,1984,-1.2185401916503906
GRC,1985,-1.2185401916503906
GRC,1986,-1.2185401916503906
GRC,1987,-1.2185401916503906
GRC,1988,-1.2185401916503906
GRC,1989,-1.2185401916503906
GRC,1990,-1.2185401916503906
GRC,1991,-1.2185401916503906
GRC,1992,-0.1483880877494812
GRC,1993,-0.1483880877494812
GRC,1994,-0.1483880877494812
GRC,1995,-0.1483880877494812
GRC,1996,0.24133838713169098
GRC,1997,0.4968620240688324
GRC,1998,0.752385675907135
GRC,1999,1.0079092979431152
GRC,2000,1.2634329795837402
GRC,2001,1.2634329795837402
GRC,2002,2.333585023880005
GRC,2003,2.333585023880005
GRC,2004,2.333585023880005
GRC,2005,2.333585023880005
GRC,2006,2.333585023880005
GRC,2007,2.333585023880005
GRC,2008,2.333585023880005
GRC,2009,2.333585023880005
GRC,2010,2.333585023880005
GRC,2011,2.333585023880005
GRC,2012,2.333585023880005
GRC,2013,2.333585023880005
GRC,2014,2.333585023880005
GRC,2015,1.2634329795837402
GRC,2016,1.2634329795837402
GRC,2017,1.2634329795837402
GRC,2018,1.2634329795837402
ISL,1970,-1.2185401916503906
ISL,1971,-1.2185401916503906
ISL,1972,-1.2185401916503906
ISL,1973,-1.2185401916503906
ISL,1974,-1.2185401916503906
ISL,1975,-1.2185401916503906
ISL,1976,-1.2185401916503906
ISL,1977,-1.2185401916503906
ISL,1978,-1.920277714729309
ISL,1979,-1.920277714729309
ISL,1980,-1.920277714729309
ISL,1981,-1.920277714729309
ISL,1982,-1.920277714729309
ISL,1983,-1.2185401916503906
ISL,1984,-1.2185401916503906
ISL,1985,-1.2185401916503906
ISL,1986,-1.2185401916503906
ISL,1987,-1.2185401916503906
ISL,1988,-1.2185401916503906
ISL,1989,-1.2185401916503906
ISL,1990,-1.2185401916503906
ISL,1991,-1.2185401916503906
ISL,1992,-0.1483880877494812
ISL,1993,-0.1483880877494812
ISL,1994,1.055966854095459
ISL,1995,1.055966854095459
ISL,1996,1.055966854095459
ISL,1997,1.055966854095459
ISL,1998,1.055966854095459
ISL,1999,1.055966854095459
ISL,2000,1.055966854095459
ISL,2001,1.055966854095459
ISL,2002,1.055966854095459
ISL,2003,1.055966854095459
ISL,2004,1.055966854095459
ISL,2005,1.055966854095459
ISL,2006,1.055966854095459
ISL,2007,1.055966854095459
ISL,2008,-1.2185401916503906
ISL,2009,-1.2185401916503906
ISL,2010,-1.2185401916503906
ISL,2011,-1.2185401916503906
ISL,2012,-1.2185401916503906
ISL,2013,-1.2185401916503906
ISL,2014,-1.2185401916503906
ISL,2015,-1.2185401916503906
ISL,2016,-0.014185254462063313
ISL,2017,1.055966854095459
ISL,2018,1.055966854095459
IRL,1970,-0.8501256704330444
IRL,1971,-0.8501256704330444
IRL,1972,-0.8501256704330444
IRL,1973,-0.8501256704330444
IRL,1974,-0.8501256704330444
IRL,1975,-0.8501256704330444
IRL,1976,-0.8501256704330444
IRL,1977,-0.8501256704330444
IRL,1978,-0.1483880877494812
IRL,1979,-0.1483880877494812
IRL,1980,-0.1483880877494812
IRL,1981,-0.1483880877494812
IRL,1982,-0.1483880877494812
IRL,1983,-0.1483880877494812
IRL,1984,-0.1483880877494812
IRL,1985,-0.1483880877494812
IRL,1986,-0.1483880877494812
IRL,1987,-0.1483880877494812
IRL,1988,-0.1483880877494812
IRL,1989,-0.1483880877494812
IRL,1990,-0.1483880877494812
IRL,1991,-0.1483880877494812
IRL,1992,0.10713554918766022
IRL,1993,1.5670140981674194
IRL,1994,1.8225377798080444
IRL,1995,2.07806134223938
IRL,1996,2.333585023880005
IRL,1997,2.333585023880005
IRL,1998,2.333585023880005
IRL,1999,2.333585023880005
IRL,2000,2.333585023880005
IRL,2001,2.333585023880005
IRL,2002,2.333585023880005
IRL,2003,2.333585023880005
IRL,2004,2.333585023880005
IRL,2005,2.333585023880005
IRL,2006,2.333585023880005
IRL,2007,2.333585023880005
IRL,2008,2.333585023880005
IRL,2009,2.333585023880005
IRL,2010,2.333585023880005
IRL,2011,2.333585023880005
IRL,2012,2.333585023880005
IRL,2013,2.333585023880005
IRL,2014,2.333585023880005
IRL,2015,2.333585023880005
IRL,2016,2.333585023880005
IRL,2017,2.333585023880005
IRL,2018,2.333585023880005
MLT,1970,
MLT,1971,
MLT,1972,-1.2185401916503906
