Intellectual property right :Patent

Indicator :1 - Total patent applications (direct and PCT national phase entries)

Source: WIPO statistics database. Last updated: April 2020

,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Office,Office (Code),Origin
"Bangladesh","BD","Total",136,172,144,163,166,136,93,121,133,108,108,113,161,107,128,226,153,165,216,249,318,295,289,318,316,344,310,299,338,330,342,306,354,303,293,340,344,302,368,
"United Kingdom","GB","Total",41612,39214,37093,34691,32828,31965,31103,30364,30471,29369,28238,27587,26687,26649,26465,27521,28005,28109,29613,31732,32747,32081,31531,31624,29954,27988,25745,24999,23379,22465,21929,22259,23235,22938,23040,22801,22059,22072,20941,
