Country Code,Year,ENI,POP,URB,AFL,TI,TS,CTS,KAOPEN
ARM,1998,0.26365432253965954,109.19167544784,65.226,2313.62077229018,2.6699375009449327,0.7184245188154125,0.01265148371012905,1.8225377798080444
ARM,1999,0.2432634692673722,108.500948366702,64.947,2439.91117340728,4.046588208177216,0.7056047914404028,0.01145508695647424,2.07806134223938
ARM,2000,0.2468858705654127,107.818440463646,64.666,2658.3495177986397,4.137359016233759,0.7223333022733668,0.0115085844089814,2.333585023880005
ARM,2001,0.2194570889119955,107.15444327362101,64.385,2995.90786329622,5.080822778606917,0.6986426639253375,0.012167182271146751,2.333585023880005
ARM,2002,0.17853857134426193,106.567544783983,64.236,3463.98377993143,6.822725807504207,0.7398450184323101,0.015152625968841213,2.333585023880005
ARM,2003,0.16234825716563847,106.003933965578,64.137,4043.66310077427,5.202237823781318,0.8005136760224283,0.01813282480105326,2.333585023880005
ARM,2004,0.15126868565358334,105.399367755532,64.038,4614.8621141257,,0.7307063399193698,0.01591899618258997,2.333585023880005
ARM,2005,0.15446971726064224,104.71615735862301,63.938,5455.42218484786,6.976894738448628,0.7013973858353325,0.01764859076291769,2.333585023880005
ARM,2006,0.1348891569477508,103.909624165789,63.839,6411.8066359574705,6.524001734776005,0.6103013798185638,0.015357907255719522,2.333585023880005
ARM,2007,0.12881955360084513,103.007305936073,63.739,7551.63590711558,4.773891451256182,0.5697504708531472,0.016693504720599796,2.333585023880005
ARM,2008,0.12447128363413115,102.12918861959999,63.64,8300.48342393032,7.9102550610155795,0.5454232796136664,0.01692911535563069,2.333585023880005
ARM,2009,0.12494052560513147,101.443343870741,63.54,7233.04493685093,4.397366842884507,0.5727423574419942,0.01737842612473027,2.333585023880005
ARM,2010,0.1149734148007504,101.064945556726,63.44,7506.30886458452,4.935149700120146,0.6464297597363289,0.020050866609925472,2.333585023880005
ARM,2011,0.11763079067675465,101.03751317176001,63.34,8025.45290497468,4.8669616045399025,0.6943557366204537,0.021494800441227518,2.333585023880005
ARM,2012,0.10998490844221186,101.30765718299999,63.24,9364.40776670097,4.888654819017491,0.7596674339303059,0.02639986140775833,2.333585023880005
ARM,2013,0.10176650859088013,101.77674745346,63.163999999999994,9835.83301127565,4.5210078465369765,0.7655619579272105,0.027322098416650932,2.333585023880005
ARM,2014,0.10121759850233164,102.29726027397301,63.111999999999995,10036.8898405952,4.223316622047155,0.7561168483881184,0.02714318144261861,2.333585023880005
ARM,2015,,102.75914998243799,63.085,9969.68530070721,3.930880759979396,0.7159326534689319,0.024614048348653498,2.333585023880005
AUS,1995,0.2456681989475036,2.3524204990692903,84.898,20878.6635099155,77.80544488711818,0.3780155166034124,0.7214657681420007,2.333585023880005
AUS,1996,0.24563838307543204,2.38353097379691,84.76700000000002,21957.4016367586,82.01627437059692,0.3833233194149346,0.7719236897571214,2.07806134223938
AUS,1997,0.2385875797458126,2.4103458599638103,84.63600000000002,22924.9150145466,92.6607981854512,0.38074811225105387,0.8040774728817403,1.8225377798080444
AUS,1998,0.2297492004157648,2.43559871392682,84.50299999999999,24172.6781021459,95.79926246592913,0.40070430558224185,0.829035338724692,1.5670140981674194
