Country Code,Year,EG.GDP.PUSE.KO.PP,EG.GDP.PUSE.KO.PP.KD,EN.POP.DNST,IP.PAT.NRES,IP.PAT.RESD,NE.EXP.GNFS.CD,NE.IMP.GNFS.CD,NE.TRD.GNFS.ZS,NV.IND.TOTL.ZS,NY.GDP.MKTP.CD,NY.GDP.PCAP.PP.CD,NY.GDP.PCAP.PP.KD,SP.POP.TOTL,SP.URB.TOTL.IN.ZS
BWA,2014,12.532967301797,13.273804308987101,3.6853775166304903,5.0,4.0,9501309031.762121,9005848865.32013,113.88494440008101,33.076179507644504,16250750259.0212,16300.837109401798,17264.3969023879,2088614.0,66.368
BWA,2015,,,3.74202177403702,5.0,3.0,7183700266.561359,8092733734.820809,105.934770717133,29.980426696643896,14420604205.7459,15547.175884048402,16714.3537396502,2120716.0,67.155
BWA,2016,,,3.8112399202442098,6.0,1.0,8223892782.445971,6915862473.85609,96.7624229528808,32.0947067983026,15646316818.3319,17260.2635946998,17117.0721498154,2159944.0,67.933
BWA,2017,,,3.89096748010516,4.0,3.0,6904816668.92166,6254189458.22139,75.6024068869352,29.835271305040603,17405538618.3969,17253.2316097939,17253.2316097939,2205128.0,68.7
BWA,2018,,,3.9774248760432704,3.0,,7528333333.33333,7310411764.705879,79.5077674345062,29.461770921486202,18663264705.8824,18050.253744072,17634.142310131698,2254126.0,69.446
BWA,2019,,,,,,6160144664.78863,7432125624.076091,74.1106419822303,28.3026653493433,18340510789.4272,18502.8182229188,17766.488042915702,2303697.0,70.172
CAF,1980,,,3.5303797874731098,,,201027829.00005502,327433570.018118,66.3023280832322,,797048028.773247,,,2199356.0,33.874
CAF,1981,,,3.6348550515265297,,,169417064.639175,236648293.62808502,58.443193892406704,,694803502.722356,,,2264442.0,34.202
CAF,1982,,,3.7486484317313598,,,165958843.45491898,256106186.947724,56.40225873356879,,748312283.726758,,,2335333.0,34.532
CAF,1983,,,3.86580147035218,,,159064482.53058502,241183767.116458,60.76526041974729,,658679394.907969,,,2408317.0,34.864000000000004
CAF,1984,,,3.97826896529584,,,149211719.376313,226437019.045594,58.8956716431012,,637820620.670195,,,2478382.0,35.198
CAF,1985,,,4.08065909017946,,,190340624.533959,273603657.54580295,53.644494202730705,,864849765.0596651,,,2542169.0,35.532
CAF,1986,,,4.16989469966933,,,204099901.272257,321221786.86531204,46.80905809127561,,1122265026.38274,,,2597761.0,35.868
CAF,1987,,,4.2486757199267995,,,214306676.79078,342886690.007141,46.3944345628938,,1200991825.95398,,,2646840.0,36.205999999999996
CAF,1988,,,4.3243330443995,,,224453261.7622,316906397.285597,42.798634631106204,,1264899368.20165,,,2693973.0,36.545
CAF,1989,,,4.407419178785839,,,250535801.10611498,326536958.442774,46.767047561948395,,1233930277.0492198,,,2745734.0,36.744
CAF,1990,,,4.50533564480401,,,245892968.903802,372791488.286404,42.9429835183745,,1440711395.67069,635.43883090643,1201.6772336617098,2806734.0,36.825
CAF,1991,,,4.620548011172111,,,242234415.393597,359806867.538511,43.709321687122205,,1377375030.5292099,637.008166151196,1165.23944953669,2878509.0,36.906
CAF,1992,,,4.75013002022537,,,238129779.61538702,372229135.92336404,43.229076080412504,,1411917558.45855,593.038908737738,1060.63824569914,2959236.0,36.986999999999995
CAF,1993,,,4.88964172204565,,,218665883.135697,292701084.112097,39.9886220219109,,1278781166.72188,591.745474336254,1033.83061916943,3046149.0,37.068000000000005
CAF,1994,,,5.032288355966481,,,199169783.68518898,212952087.761505,48.418032231852706,,851174350.6494089,616.02444645221,1053.7466062528802,3135015.0,37.149
CAF,1995,,,5.17296863462711,,,247850138.35564703,315152768.194789,50.4758911171183,,1115389731.7911901,655.88976507517,1098.89660696316,3222656.0,37.231
CAF,1996,,,5.3103358053228,,,216376660.533701,258135823.426887,47.0844050293092,,1007791186.2010599,624.5966732021959,1027.6506587880301,3308233.0,37.312
CAF,1997,,,5.44549744775113,,,252105044.396708,271328255.344549,55.8185083614851,,937741468.029676,652.435072488283,1055.25650631035,3392436.0,37.394
CAF,1998,,,5.5788179395807305,,,219168752.430283,274652946.223742,51.049531876716095,,967338348.6583141,674.280672129772,1078.45165398862,3475492.0,37.475
CAF,1999,,,5.71128126103567,,,192136061.26759,239761597.832448,43.212343897896005,,999477510.686632,692.204671042619,1091.36236075806,3558014.0,37.556999999999995
CAF,2000,,,5.843569617002149,,,186303954.218701,231254888.680986,45.6597819937269,,914500299.097034,674.439740067559,1040.10212036994,3640427.0,37.639
CAF,2001,,,5.97453850845934,,,159877005.095912,210345022.80576,39.7304997372329,,931833302.7528571,704.222164508544,1062.7217352363198,3722018.0,37.72
CAF,2002,,,6.103130116536651,,,158252320.484048,199723610.815793,36.1085647794782,,991387870.1246301,725.6150246670261,1077.95441086148,3802128.0,37.802
CAF,2003,,,6.230025040932291,,,207845728.91652,205101408.24084198,36.2312260023474,,1139754799.16304,684.9566262396401,999.000974726645,3881181.0,37.884
CAF,2004,,,6.3563437028476,,,177784785.782214,244440120.17760098,33.2439549188203,,1270080250.6526802,730.748453939406,1037.84676642657,3959875.0,37.966
CAF,2005,,,6.482362194612991,,,178708437.533948,290317082.682346,35.0709368656226,,1337362392.15225,745.572863095432,1026.91339909884,4038382.0,38.069
CAF,2006,,,6.61027480818004,,,209094018.800509,322489945.78401804,36.3958702287378,,1460561215.4447,789.2107919513229,1055.08887092458,4118069.0,38.193000000000005
CAF,2007,,,6.73859513949083,,,239616991.83002,398343553.11071,37.5808990187896,,1697565948.6532302,831.607791499467,1082.6851005964802,4198010.0,38.339
CAF,2008,,,6.85955568397059,,,218449261.647375,465218535.94227195,34.437521809551704,,1985240986.18508,849.941447965263,1085.4407639029598,4273366.0,38.506
CAF,2009,,,6.9627034575748805,,,202648827.38021,445847327.63318205,31.4942464896799,24.5736807244034,2059094048.2601898,916.187283120823,1161.18947547434,4337625.0,38.694
CAF,2010,,,7.04158720986227,,,249093411.14075097,488611125.87594503,34.4304819543042,24.5099241422375,2142591375.8505301,958.920448355564,1201.35137524232,4386768.0,38.904
CAF,2011,,,7.092741340010919,,,320054001.22143596,520455657.587099,34.475618332729894,26.6383554299084,2437982839.63072,1012.6580888403399,1242.71564473679,4418636.0,39.135
CAF,2012,,,7.12127997688529,,,289922972.255949,539911073.4702519,33.0594485943314,27.5230753744847,2510126699.0535603,1102.0265319918499,1300.28763729694,4436415.0,39.388000000000005
CAF,2013,,,7.139782978586791,,,253274147.21534503,396266771.62727004,38.3992875721315,24.1913069915363,1691544192.3824198,738.475390341037,824.943832052328,4447942.0,39.663000000000004
CAF,2014,,,7.165839994863401,,,315975075.203951,690077898.595119,53.0950920179825,19.4825017262056,1894813504.52945,720.3234642228,822.610457816902,4464175.0,39.959
CAF,2015,,,7.212382419981379,,,289437776.688114,611811302.110564,53.1451477769621,22.1252513485047,1695825708.4560401,787.013081642243,852.7494264264791,4493170.0,40.277
CAF,2016,,,7.28384057273107,,,270501999.9811,651691445.372774,50.53064402191,21.638237437079102,1825018190.8507102,851.071921080369,884.4944168530479,4537687.0,40.618
CAF,2017,,,7.37748884394363,,,357682947.600536,826531408.317514,57.1435457117119,20.7372245546503,2072350151.1306102,912.80205230035,912.80205230035,4596028.0,40.98
CAF,2018,,,7.490412212270059,,,419401328.480781,1043416422.64377,65.86364686475329,20.555755956988897,2220978978.17342,955.1280614893029,933.1095506751019,4666377.0,41.364
CAF,2019,,,,,,414205622.696962,1054197551.84661,66.135130443945,21.130481180491103,2220307368.69593,984.028049674848,944.8680934878661,4745185.0,41.77
CAN,1980,,,2.6959520581161702,22699.0,1648.0,75584160109.4766,70921142661.649,53.4976285375813,,273853826377.01,,,24515667.0,75.663
CAN,1981,,,2.7294097658659906,23267.0,2164.0,81065977145.7169,79017432646.5927,52.2781317331343,,306214863624.99,,,24819915.0,75.712
CAN,1982,,,2.76207339080289,23883.0,2000.0,79268055442.9764,67407797681.7703,46.785582240745896,,313506525087.136,,,25116942.0,75.874
CAN,1983,,,2.7895115307510494,23690.0,2017.0,85210159039.273,74471762414.8004,46.8897355435308,,340547711781.889,,,25366451.0,76.035
CAN,1984,,,2.8159701809312403,24709.0,2026.0,99654852907.1114,87539186163.2306,52.6754344987322,,355372558103.62103,,,25607053.0,76.195
CAN,1985,,,2.84181971537943,25482.0,2092.0,100872940314.90302,92626876601.9773,53.049038799377605,,364756499450.75104,,,25842116.0,76.354
CAN,1986,,,2.87020941308692,25596.0,2161.0,102284994602.375,98835552356.9629,53.2857279054247,,377437927311.983,,,26100278.0,76.502
CAN,1987,,,2.90829404707313,26598.0,2527.0,112629713423.831,107690045248.869,51.0807342208607,,431316742081.448,,,26446601.0,76.52199999999999
CAN,1988,,,2.94624924809012,28869.0,2772.0,132708214837.085,128938815308.361,51.570865517512,,507354351182.25397,,,26791747.0,76.542
CAN,1989,,,2.9995877279510297,32060.0,3031.0,142065878378.37802,141918074324.324,50.2576880420193,,565055743243.2429,,,27276781.0,76.562
CAN,1990,2.64096254467172,4.1986736473340205,3.04515396145163,24375.0,2549.0,149461775797.052,148543023654.439,50.175108983155795,,593929550908.468,20150.787992707,32036.2674922035,27691138.0,76.582
CAN,1991,2.6799308601689504,4.12121667469082,3.0832340867277903,21097.0,2182.0,149170812603.648,152336562800.035,49.4008606327038,,610328183643.188,20145.9254666282,30980.5469962431,28037420.0,76.62
CAN,1992,2.70343128678322,4.06378616998061,3.11994642332829,22950.0,2807.0,155724331926.864,157743857036.485,52.9160539035975,,592387689252.916,20550.63353963,30891.623090616602,28371264.0,76.887
CAN,1993,2.7493090253522996,4.03665333448431,3.15442155999169,23307.0,3623.0,168751259592.28,168552050228.664,58.440817181658,,577170761956.438,21363.6334802633,31367.002228407204,28684764.0,77.152
CAN,1994,2.8345665594333602,4.07424270461425,3.18916051117775,24683.0,2480.0,190114967779.73102,183320152314.001,64.59258752613971,,578139279437.61,22555.342375438,32419.7499675489,29000663.0,77.414
CAN,1995,2.9328044304063905,4.1291752902625,3.22233230072876,24161.0,2431.0,218740163217.721,199747158262.897,69.2823529837522,,604031623433.401,23403.4815153098,32950.399480180095,29302311.0,77.675
CAN,1996,2.97561332689171,4.1144745282735595,3.25619238335912,24987.0,2583.0,233945727906.124,209119911991.19897,70.49052359154891,,628546387972.131,23963.9676031324,33135.734878045,29610218.0,77.95100000000001
CAN,1997,3.12395097690275,4.24667705811947,3.2887133791022403,25238.0,3344.0,249765997399.971,237129134768.16397,74.58291846443191,28.011505697532897,652823920265.781,25167.3101503635,34212.2649876182,29905948.0,78.34
CAN,1998,3.29883399626671,4.38810002079763,3.3161202879856098,30163.0,3809.0,253784967981.126,241249747219.41397,78.3514261785244,27.1464160163022,631813279406.808,26220.4431575046,34878.3622622356,30155173.0,78.72399999999999
CAN,1999,3.42223307873277,4.43657925661504,3.3431849747787203,33189.0,4061.0,283991384532.544,259518745372.552,80.39091729071801,28.240702946265603,676084000807.7,27745.8065524148,35969.6335627961,30401286.0,79.10300000000001
CAN,2000,3.5408887021322397,4.52369663151311,3.3744648656019502,35435.0,4187.0,329258635782.102,287155747087.73804,83.0416470500724,29.8830805627445,742295468318.6321,29265.728127848197,37388.7142148815,30685730.0,79.47800000000001
CAN,2001,3.7371614923536,4.65528101680781,3.4113232404209195,35753.0,3963.0,310667613636.364,268281895661.15698,78.6210494473939,28.845379897501502,736379777892.562,30107.8788411777,37504.5705443714,31020902.0,79.81
CAN,2002,3.85960305805014,4.79973682431334,3.44862203923458,35782.0,3959.0,304705919836.87,271159115529.21698,75.9765841748973,27.9693505917011,757950678646.53,30853.201316329,38368.5172487013,31360079.0,79.888
CAN,2003,3.8626187885069596,4.73225532518553,3.4798474956314998,33299.0,3929.0,330149882235.386,295296552708.586,70.0872658693755,28.304901876884,892382413817.715,32219.4287486237,39473.365511445096,31644028.0,79.967
CAN,2004,3.99686544824323,4.8060089194952695,3.5124671331532,32970.0,5231.0,383240584166.026,337418139892.391,70.432075626193,28.8023624170754,1023196771714.07,33795.6837049447,40637.4343669226,31940655.0,80.045
CAN,2005,4.29956507799747,5.01856653074065,3.5457983770843198,34705.0,5183.0,432369202838.752,385981185014.029,69.98287966081121,29.6254555308717,1169357979864.66,36211.0845984165,42266.5395012631,32243753.0,80.122
CAN,2006,4.611074282924941,5.2894401454471796,3.58180438576523,36516.0,5522.0,467052186177.715,430736071932.299,68.25132170000539,29.253381065763698,1315415197461.21,37995.004803926604,43584.7031310165,32571174.0,80.21300000000001
CAN,2007,4.803293369089481,5.61622167224,3.6167579955374802,35133.0,4998.0,502770691741.923,470813704496.78796,66.4573075094755,29.0753540442775,1464977190205.75,39451.3195275281,46128.2163514758,32889025.0,80.396
CAN,2008,4.91477435970846,5.624386620494291,3.6561369592159703,37028.0,5061.0,534150890346.767,506718837863.16797,67.1905466860828,29.7200172058832,1549131208997.19,40275.9898957504,46091.177766757,33247118.0,80.578
CAN,2009,4.9755454657660305,5.673056633047639,3.6981204177484797,32410.0,5067.0,391985828011.548,411817863703.96295,58.6224650926874,25.4456364662985,1371153004986.44,38794.9307164986,44233.5097818207,33628895.0,80.758
CAN,2010,5.13820287235666,5.7900169244057595,3.73946792822573,30899.0,4550.0,471713799062.58203,502010952596.424,60.3499363166922,26.7131170768128,1613464422811.13,40019.2054024998,45095.8987680976,34004889.0,80.937
CAN,2011,5.2542707192206395,5.82211646943732,3.7762456961063395,30357.0,4754.0,550012247691.207,570485589413.961,62.6449640153634,27.5212692988731,1788647906047.76,41569.449617197,46061.9922678112,34339328.0,81.096
CAN,2012,5.4686039355422595,5.99573636812057,3.8174722411918,30533.0,4709.0,555062538866.139,589615585237.933,62.5955489395005,26.634668797425604,1828689329348.99,42290.965410274504,46367.497507966604,34714222.0,81.137
CAN,2013,5.7205769172880006,6.06281374526539,3.8580211601460803,30174.0,4567.0,560294156017.37,589243562989.063,62.231074901340506,26.6132351758366,1847208522155.34,44298.5787342765,46948.7668689922,35082954.0,81.178
CAN,2014,5.79318650333884,6.0539351749513495,3.89700291746531,31283.0,4198.0,572379685543.246,588710866502.781,64.3786621564923,27.1379424601872,1803533209844.65,45753.75055479941,47813.1059150279,35437435.0,81.218
CAN,2015,5.853681200029769,6.25976640837651,3.92619659515413,32687.0,4277.0,495626646067.83203,533984929798.81,66.1649020669781,24.415682546891603,1556129524418.21,44671.4406809074,47770.4156124365,35702908.0,81.259
CAN,2016,,,3.9709074933661497,30667.0,4078.0,481435925075.47205,517480148033.856,65.3636845215556,23.2953005455848,1528243213982.08,46480.4653626012,47705.523034771104,36109487.0,81.3
CAN,2017,,,4.01861558408139,30969.0,4053.0,518235397597.284,554742037712.444,65.0337418914608,,1649878054226.82,48633.829775434,48633.829775434,36543321.0,81.35
CAN,2018,,,4.07518823864492,31812.0,4349.0,550529196589.897,584148204430.145,66.11327352130711,,1716262621082.22,50077.796236327995,48924.399184730704,37057765.0,81.411
CAN,2019,,,,,,549482700560.327,578789449519.366,64.97670449563739,,1736425629519.96,51341.705166787695,49031.379941299805,37589262.0,81.482
CHE,1980,,,159.871683918682,5613.0,4049.0,56172585904.3982,58659625231.2466,96.49089831850941,,119008334606.43301,,,6319408.0,74.477
CHE,1981,,,160.748682491131,4430.0,3712.0,53581992312.3918,52734624681.8043,97.5435668198953,,108993981315.548,,,6354074.0,74.46600000000001
CHE,1982,,,161.69067296725,3637.0,3845.0,50403111362.8528,49532228242.1317,89.4584250353926,,111711490075.358,,,6391309.0,74.406
CHE,1983,,,162.385471582428,3038.0,3817.0,48724852460.5783,49686925015.4828,88.4089037099586,,111314328474.108,,,6418773.0,74.346
CHE,1984,,,162.965548310001,2714.0,3393.0,51113594288.6326,47851991956.42,93.1131657238403,,106285277141.763,,,6441865.0,74.286
CHE,1985,,,163.686537980979,2281.0,3191.0,52332532619.755,49279196817.3863,94.2891298891593,,107766112124.04901,,,6470365.0,74.227
CHE,1986,,,164.540569219665,1954.0,3199.0,68986425426.6496,67413713380.3991,88.2949532042995,,154482372838.957,,,6504124.0,74.167
CHE,1987,,,165.577327068649,1764.0,3298.0,80965279037.0172,77985374664.6996,82.1594327361602,,193466104144.31302,,,6545106.0,74.107
CHE,1988,,,166.79870886916902,1556.0,3236.0,90152024191.895,86892624752.2723,84.5896837961272,,209298156700.608,,,6593386.0,74.046
CHE,1989,,,168.152803364915,1371.0,3247.0,92156315544.96,89079899382.6029,89.68595471985658,,202078703955.00897,,,6646912.0,73.986
CHE,1990,7.6044919370217405,15.329134797377698,169.888415237083,1081.0,2987.0,108671351713.216,107335887345.235,83.70214449103001,31.073538876688104,258066552980.132,27586.7607330146,55609.39210687191,6715519.0,73.926
CHE,1991,7.67281187692426,14.9609122769517,172.025049153614,893.0,2949.0,105738270432.357,101178815271.967,79.24402911930879,30.5133616046593,261113787377.964,27907.506245177203,54415.7421685604,6799978.0,73.869
CHE,1992,7.809563917021349,14.8882708024164,173.932155375942,903.0,3068.0,112563474327.976,104435210994.169,79.83341273439609,29.6678681991785,271814366804.153,28218.1749206836,53795.555581973094,6875364.0,73.815
CHE,1993,8.18955459416896,15.2513395309418,175.523417526616,874.0,2999.0,109518060706.551,97940819978.3433,78.4779723746204,29.064803384695,264353008121.278,28588.806020059703,53240.6961065518,6938265.0,73.762
CHE,1994,8.39481966196342,15.306750545615198,176.928208980279,892.0,3033.0,119116502668.714,106081908751.919,76.95232647143659,30.057935877144498,292646657673.466,29335.2536359892,53488.630807992595,6993795.0,73.708
CHE,1995,8.736706699144749,15.602960073036401,178.11447731892798,830.0,2890.0,139383426638.478,124759357378.43599,77.0956428140903,29.222038382048698,342617007103.594,29893.961568435298,53387.8845701483,7040687.0,73.654
CHE,1996,8.78912332388133,15.3862622243682,178.907354600356,718.0,2504.0,137783088673.139,125201505825.24301,79.6701655268348,28.1585069542858,330091688349.515,30526.4385339668,53439.6629506223,7071850.0,73.6
CHE,1997,9.02045196385468,15.4737174495122,179.343387749387,620.0,2408.0,135356205884.38,120714274650.31401,89.37290706342871,27.3653930848592,286519135326.948,31805.1331117075,54558.6457515351,7088906.0,73.546
CHE,1998,9.25199377048748,15.7457375075504,179.881617779041,564.0,2025.0,137791418471.513,124404269347.496,88.8662925057571,26.6283200555764,295045152020.968,32918.502020755295,56023.1777948191,7110001.0,73.492
CHE,1999,9.532146842008,15.984095445845098,180.746135357369,535.0,1916.0,137454516509.12,123684812608.175,90.0752247705595,26.2690541051018,289912492344.56104,33814.0792910998,56701.5468562018,7143991.0,73.438
CHE,2000,10.274980593772499,16.837233874923403,181.769309217415,468.0,2083.0,141789620736.618,125112051693.51,98.1055970153957,25.4392459376066,272055499940.786,35763.0108555161,58603.5343181774,7184250.0,73.383
CHE,2001,10.012372802538401,16.0613816641017,182.92776132074502,594.0,1859.0,141793623014.932,126148528857.54901,96.16370428722229,26.254220132866397,278631271391.325,36778.374650798796,58998.153974254805,7229854.0,73.375
CHE,2002,10.6136918845513,16.5033869496853,184.321468802204,466.0,1827.0,147504305594.765,127246262543.30801,91.1530342129015,26.508413789576,301416810214.295,37718.3041278531,58648.75058356651,7284753.0,73.40100000000001
CHE,2003,10.6474485813047,16.441895854479302,185.69876315512101,396.0,1831.0,169781826316.18,146182464914.235,89.5299014537323,26.1135289818963,352914820747.011,37713.9613759488,58238.2737486976,7339001.0,73.42699999999999
CHE,2004,11.0945508815158,16.8371989257251,186.984438259109,434.0,1742.0,202880148130.27698,167604367832.73,93.99255351484209,25.870232124888396,394163688620.82794,39170.1810857706,59445.0499115373,7389625.0,73.452
CHE,2005,11.631228073015402,17.460344849969097,188.195630044729,455.0,1643.0,219835928927.08,190201338178.60602,100.329813608585,25.9904717945446,408689353999.35706,40572.2631753381,60905.4952699804,7437115.0,73.47800000000001
CHE,2006,12.4611545537336,17.390422030176698,189.38517834029,362.0,1740.0,243432423911.31,206957086217.898,104.51783715874399,26.246209077393498,430921192375.17896,45098.8079232011,62938.574388145804,7483934.0,73.50399999999999
CHE,2007,14.5838022519963,19.0404472121218,191.090110673868,342.0,1692.0,294204136037.987,239991125624.792,111.310846644869,26.1661772663332,479913034321.89294,49742.722686099296,64943.535926115896,7551117.0,73.53
CHE,2008,15.025107274428999,18.7169016943228,193.53362716373903,439.0,1594.0,347370612316.49896,288924445018.927,114.779395129489,26.5027442585327,554363487120.303,52584.734946034405,65505.243765013,7647675.0,73.556
CHE,2009,14.8795051357546,18.1668606906567,195.966970559419,394.0,1684.0,309906630456.759,269127172134.91397,106.93016651682801,25.4975130241608,541506500413.565,51808.247291906904,63254.3355838853,7743831.0,73.581
CHE,2010,15.8642293857052,19.2610311584114,198.01874700431,533.0,1622.0,373420687857.23,311077560877.349,117.25217669694099,25.600549437594104,583782977866.405,53107.3854904557,64478.5814554054,7824909.0,73.607
CHE,2011,17.5282616433108,20.2303954900313,200.232761525969,446.0,1597.0,457983317764.484,398974964179.19104,122.496172646162,25.9608122956552,699579638638.2261,56183.832585008095,64845.0585956529,7912398.0,73.631
CHE,2012,18.0619969375092,20.2338378207895,202.370199472944,1508.0,1480.0,447813754987.545,378438382206.726,123.682364403577,25.660069665727402,668043614122.87,57849.5839884654,64805.6305442032,7996861.0,73.653
CHE,2013,18.1920146190599,19.748467293193702,204.710643792066,631.0,1525.0,495206231662.519,412218525459.39294,131.79655144272698,25.532507244491402,688504173431.454,60108.5163468318,65251.215655583495,8089346.0,73.67399999999999
CHE,2014,20.229882995354302,21.5817154241771,207.22362581316898,568.0,1480.0,455817951895.791,372933612544.604,116.860116317017,25.164467935717603,709182559935.3009,61902.1624060426,66038.6841335267,8188649.0,73.696
CHE,2015,21.600471192668298,22.351397338027603,209.596006562314,446.0,1477.0,422965463953.971,343410804203.07697,112.730195008571,25.1052147128995,679832291693.2571,63938.9799757284,66161.7764760045,8282396.0,73.718
CHE,2016,,,211.89740340796,309.0,1462.0,441347202947.395,364037341286.997,119.97221956463899,25.0016632733406,671309197376.701,65720.1465291161,66570.6165442756,8373338.0,73.73899999999999
CHE,2017,,,213.88399107017202,291.0,1337.0,442189906383.555,370405524639.693,119.508030731643,25.1938991993294,679950482029.061,67139.0499217186,67139.0499217186,8451840.0,73.76100000000001
CHE,2018,,,215.465350480429,332.0,1283.0,466305408688.835,380094593629.09705,120.03279604880501,25.0115193308703,705140620046.7,69357.4860551593,68479.4402109781,8514329.0,73.797
CHE,2019,,,,,,464270209856.356,375480873839.65204,119.438495610531,25.604088676372598,703082435360.1171,70989.2581261576,68627.8286802194,8574832.0,73.84899999999999
CHI,1980,,,647.53537848638,,,,,,,,,,128212.0,32.209
CHI,1981,,,651.424267525116,,,,,,,,,,128982.0,31.909000000000002
CHI,1982,,,656.459621254494,,,,,,,,,,129979.0,31.89
CHI,1983,,,662.368712391275,,,,,,,,,,131149.0,31.871
CHI,1984,,,668.9192176941871,,,,,,,,,,132446.0,31.851
CHI,1985,,,675.79800583803,,,,,,,,,,133808.0,31.831999999999997
CHI,1986,,,683.075783896237,,,,,,,,,,135249.0,31.813000000000002
CHI,1987,,,690.7171983320931,,,,,,,,,,136762.0,31.706999999999997
CHI,1988,,,698.2070976105949,,,,,,,,,,138245.0,31.601999999999997
CHI,1989,,,704.914168576104,,,,,,,,,,139573.0,31.497
CHI,1990,,,710.459623335238,,,,,,,,,,140671.0,31.392
CHI,1991,,,714.4798255103481,,,,,,,,,,141467.0,31.261999999999997
CHI,1992,,,717.202047837463,,,,,,,,,,142006.0,31.076
CHI,1993,,,719.267704482714,,,,,,,,,,142415.0,30.891
CHI,1994,,,721.530330832525,,,,,,,,,,142863.0,30.706
CHI,1995,,,724.66669458974,,,,,,,,,,143484.0,30.522
CHI,1996,,,728.964674553331,,,,,,,,,,144335.0,30.4
CHI,1997,,,734.2070989977581,,,,,,,,,,145373.0,30.416
CHI,1998,,,739.8889173985091,,,,,,,5945677376.61477,,,146498.0,30.432
CHI,1999,,,745.2273014425929,,,,,,,6262740656.85164,,,147555.0,30.449
CHI,2000,,,749.712150100253,,,,,,,6439703434.710239,,,148443.0,30.465
CHI,2001,,,753.0151805305569,,,,,,,6232906290.4851,,,149097.0,30.495
CHI,2002,,,755.535382647868,,,,,,,6663669064.7482,,,149596.0,30.557
CHI,2003,,,757.919221123561,,,,,,,7332244897.95918,,,150068.0,30.619
CHI,2004,,,761.191948522394,,,,,,,8553643354.08275,,,150716.0,30.680999999999997
CHI,2005,,,766.050534568193,,,,,,,8827272727.27273,,,151678.0,30.743000000000002
CHI,2006,,,772.767706544192,,,,,,,9676172953.08188,,,153008.0,30.805
CHI,2007,,,780.9899290832359,,,,,,,11514605842.3369,,,154636.0,30.866999999999997
CHI,2008,,,790.065687008703,,,,,,,,,,156433.0,30.929000000000002
CHI,2009,,,798.878818661425,,,,,,,,,,158178.0,30.991999999999997
CHI,2010,,,806.7374048228199,,,,,,,,,,159734.0,31.054000000000002
CHI,2011,,,813.121243452642,,,,,,,,,,160998.0,31.090999999999998
CHI,2012,,,818.4646780019709,,,,,,,,,,162056.0,31.059
CHI,2013,,,823.424274152672,,,,,,,,,,163038.0,31.026999999999997
CHI,2014,,,828.787910722982,,,,,,,,,,164100.0,30.995
CHI,2015,,,835.2778099629511,,,,,,,,,,165385.0,30.962
CHI,2016,,,843.045487029935,,,,,,,,,,166923.0,30.93
CHI,2017,,,851.843467166921,,,,,,,,,,168665.0,30.914
CHI,2018,,,861.1060937864571,,,,,,,,,,170499.0,30.914
CHI,2019,,,,,,,,,,,,,172259.0,30.930999999999997
CHL,1980,,,15.358246208710302,685.0,140.0,6292627054.01682,7679845876.339459,48.1200280336465,37.296675118101604,29036709871.7949,,,11419348.0,81.243
CHL,1981,,,15.577020912641402,744.0,92.0,5363825291.2401,9047297176.61233,41.759412912585795,36.1678073109795,34509878043.5897,,,11582014.0,81.778
CHL,1982,,,15.7947613638871,665.0,96.0,4713939511.28918,5382281400.67755,39.865211583975004,35.8695055744465,25325893205.657,,,11743911.0,82.226
CHL,1983,,,16.015396108733498,647.0,96.0,4767971202.82819,4355576959.59105,44.8200355291557,38.569153168828294,20355959237.2128,,,11907960.0,82.359
CHL,1984,,,16.2442699068319,602.0,105.0,4474125374.864511,4799834957.79674,47.261803262905396,38.367930641756104,19622527479.6913,,,12078135.0,82.492
CHL,1985,,,16.4851485677,550.0,122.0,4647193725.63029,4307602967.65657,50.583825711089,39.279140667917105,17702885393.5099,,,12257236.0,82.624
CHL,1986,,,16.738785253241197,592.0,96.0,5161066966.67965,4672424639.996671,52.0537091456781,35.3616874546129,18891048818.7426,,,12445823.0,82.755
CHL,1987,,,17.0038726895802,621.0,108.0,6308060062.771621,5752821225.912129,54.1930368544781,36.203716020681206,22255407684.6999,,,12642924.0,82.885
CHL,1988,,,17.279293238249398,622.0,111.0,8456167150.41737,6765529485.8378,58.454540367789896,41.1966010119504,26040229793.0697,,,12847708.0,83.014
CHL,1989,,,17.5631411306465,682.0,135.0,10071482715.094,8748407009.58385,62.972923774987294,39.9264781174286,29885685142.9107,,,13058758.0,83.14299999999999
CHL,1990,4.27457800521614,9.024995511684589,17.853464870482,642.0,169.0,10760217714.584,9686180975.72378,61.745690517228006,39.21549328192379,33113887817.9731,4511.16997825586,9524.51651520318,13274623.0,83.271
CHL,1991,4.66565868197362,9.514927962361561,18.150203935817302,838.0,151.0,11842675065.5747,10137181116.2018,58.094293677003094,37.3729378394139,37834793730.3133,4952.5384821015505,10099.977323691899,13495258.0,83.398
CHL,1992,4.979932221800549,9.7813882379203,18.4522232040693,949.0,178.0,13312092909.9785,12544703151.5803,56.25405055351771,35.2635465636801,45964327558.8836,5622.77735855376,11044.0395310274,13719819.0,83.564
CHL,1993,5.3750393071965705,10.1729168045483,18.754991599428802,1179.0,155.0,12758599161.7389,13669475781.4781,53.6090643961983,34.9957387844681,49297773130.1185,6119.38019460833,11581.672627361599,13944937.0,83.896
